label:v(.5)
80001
0	-70
0.025	-69.9936
0.05	-69.9867
0.075	-69.9799
0.1	-69.9733
0.125	-69.9667
0.15	-69.9601
0.175	-69.9536
0.2	-69.9472
0.225	-69.9407
0.25	-69.9344
0.275	-69.928
0.3	-69.9217
0.325	-69.9154
0.35	-69.9092
0.375	-69.903
0.4	-69.8968
0.425	-69.8907
0.45	-69.8846
0.475	-69.8785
0.5	-69.8725
0.525	-69.8665
0.55	-69.8606
0.575	-69.8547
0.6	-69.8488
0.625	-69.8429
0.65	-69.8371
0.675	-69.8313
0.7	-69.8256
0.725	-69.8198
0.75	-69.8141
0.775	-69.8085
0.8	-69.8028
0.825	-69.7972
0.85	-69.7916
0.875	-69.786
0.9	-69.7804
0.925	-69.7749
0.95	-69.7694
0.975	-69.7639
1	-69.7584
1.025	-69.753
1.05	-69.7476
1.075	-69.7421
1.1	-69.7368
1.125	-69.7314
1.15	-69.726
1.175	-69.7207
1.2	-69.7153
1.225	-69.71
1.25	-69.7047
1.275	-69.6994
1.3	-69.6942
1.325	-69.6889
1.35	-69.6837
1.375	-69.6785
1.4	-69.6732
1.425	-69.668
1.45	-69.6628
1.475	-69.6577
1.5	-69.6525
1.525	-69.6473
1.55	-69.6422
1.575	-69.6371
1.6	-69.632
1.625	-69.6268
1.65	-69.6217
1.675	-69.6166
1.7	-69.6116
1.725	-69.6065
1.75	-69.6014
1.775	-69.5964
1.8	-69.5913
1.825	-69.5863
1.85	-69.5813
1.875	-69.5762
1.9	-69.5712
1.925	-69.5662
1.95	-69.5612
1.975	-69.5563
2	-69.5513
2.025	-69.5463
2.05	-69.5414
2.075	-69.5364
2.1	-69.5315
2.125	-69.5265
2.15	-69.5216
2.175	-69.5167
2.2	-69.5118
2.225	-69.5069
2.25	-69.502
2.275	-69.4971
2.3	-69.4922
2.325	-69.4873
2.35	-69.4825
2.375	-69.4776
2.4	-69.4728
2.425	-69.4679
2.45	-69.4631
2.475	-69.4583
2.5	-69.4534
2.525	-69.4486
2.55	-69.4438
2.575	-69.439
2.6	-69.4342
2.625	-69.4294
2.65	-69.4246
2.675	-69.4198
2.7	-69.4151
2.725	-69.4103
2.75	-69.4056
2.775	-69.4008
2.8	-69.3961
2.825	-69.3913
2.85	-69.3866
2.875	-69.3819
2.9	-69.3772
2.925	-69.3724
2.95	-69.3677
2.975	-69.363
3	-69.3583
3.025	-69.3537
3.05	-69.349
3.075	-69.3443
3.1	-69.3396
3.125	-69.335
3.15	-69.3303
3.175	-69.3257
3.2	-69.321
3.225	-69.3164
3.25	-69.3118
3.275	-69.3071
3.3	-69.3025
3.325	-69.2979
3.35	-69.2933
3.375	-69.2887
3.4	-69.2841
3.425	-69.2795
3.45	-69.2749
3.475	-69.2704
3.5	-69.2658
3.525	-69.2612
3.55	-69.2567
3.575	-69.2521
3.6	-69.2476
3.625	-69.243
3.65	-69.2385
3.675	-69.2339
3.7	-69.2294
3.725	-69.2249
3.75	-69.2204
3.775	-69.2159
3.8	-69.2114
3.825	-69.2069
3.85	-69.2024
3.875	-69.1979
3.9	-69.1934
